time_m,excess_return_2,excess_return_3,excess_return_4,excess_return_5,average_excess_return,risk_free_rate,forward_1_2,forward_2_3,forward_3_4,forward_4_5
1992-12,0.017105327495294892,0.035712947463148695,0.056831655870160466,0.06838987134481762,0.04450995054335542,0.036506420836248596,0.05336757634923639,0.0661607297714253,0.07135616358304142,0.07532811020177932
1993-01,0.014628458981349887,0.027454437238205474,0.04186781560675137,0.05929183385530628,0.035810636420403254,0.034645109300962824,0.049795245646962465,0.05919204150399618,0.06603987225215041,0.0739809485881944
1993-02,0.004596779861321551,0.006797989506752887,0.014034466364718036,0.018590442690634763,0.01100491960585681,0.033289055993725856,0.045222595923547555,0.05438336109393274,0.06519306253879101,0.06767007123850857
1993-03,1.571842548900998e-05,-0.002079348007250903,-0.005037426392183061,-0.010375720008894265,-0.004369193995709805,0.033524016004566295,0.04478179767573112,0.056298835739796924,0.06388454257235426,0.06402072853832688
1993-04,-0.007206317538695051,-0.016164643236772802,-0.022892034976277953,-0.032288909052009734,-0.019637976200938885,0.032877807323265146,0.04263021114590232,0.05494475116474773,0.06317099160217823,0.0641292759683817
1993-05,-0.005627906499959631,-0.01491963307738494,-0.022901685672761886,-0.02849074388743384,-0.017984992284385076,0.03660693619463729,0.047344553690555256,0.056392379129173775,0.06287311318430266,0.06690922860339174
1993-06,-0.009617392905379551,-0.024682251326930194,-0.03680759605839713,-0.051805338947830556,-0.03072814480963436,0.03499676116418142,0.0446537783757691,0.052130555855676664,0.05821437587999731,0.06274115512226836
1993-07,-0.006062377131659739,-0.017273401657107,-0.028340024120616952,-0.03469641771152912,-0.021593055155228205,0.03485067497868852,0.04727138871910999,0.05399115474801297,0.05738439950273497,0.06678389679253802
1993-08,-0.011534544241349164,-0.028433383999539576,-0.044646728292552305,-0.05698644203029179,-0.03540027464093321,0.03353337612215703,0.043119274625161456,0.050082844169730176,0.05284239679633265,0.060302907814597406
1993-09,-0.015517081478841864,-0.03765875766207061,-0.0557144378272286,-0.07653500068305358,-0.04635631941279866,0.03373398008056469,0.04311688466503456,0.049257265685577464,0.05583522213566175,0.057032095962055246
